"pid","sawa2","line","offwrist","activity","marker","whitelight","redlight","greenlight","bluelight","wake","interval","starth","day","dayofweek","validday","time"
258857,1,213,0,23,0,"0.03","0.0099",0,"0.0117",1,"ACTIVE",0,1,5,1,15:20:00
258857,1,214,0,121,0,"0.34","0.0085","0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:20:30
258857,1,215,0,42,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:21:00
258857,1,216,0,101,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:21:30
258857,1,217,0,1,0,"0.34","0.0085","0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:22:00
258857,1,218,0,12,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:22:30
258857,1,219,0,14,0,"0.34","0.0085","0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:23:00
258857,1,220,0,77,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:23:30
258857,1,221,0,32,0,"0.34","0.0085","0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:24:00
258857,1,222,0,60,0,"0.03","0.0099",0,"0.0117",1,"ACTIVE",0,1,5,1,15:24:30
258857,1,223,0,126,0,"0.03","0.0099",0,"0.0117",1,"ACTIVE",0,1,5,1,15:25:00
258857,1,224,0,12,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:25:30
258857,1,225,0,3,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:26:00
258857,1,226,0,105,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:26:30
258857,1,227,0,6,0,"0.03","0.0099",0,"0.0117",1,"ACTIVE",0,1,5,1,15:27:00
258857,1,228,0,39,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:27:30
258857,1,229,0,77,0,"0.06","0.0197",0,"0.0117",1,"ACTIVE",0,1,5,1,15:28:00
258857,1,230,0,3,0,"0.34","0.0085","0.0347","0.0117",0,"ACTIVE",0,1,5,1,15:28:30
258857,1,231,0,1,0,"0.35",17,"0.0347","0.0117",0,"ACTIVE",0,1,5,1,15:29:00
258857,1,232,0,8,0,"0.35",17,"0.0347","0.0117",0,"ACTIVE",0,1,5,1,15:29:30
258857,1,233,0,1,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:30:00
258857,1,234,0,0,0,"0.03","0.0099",0,"0.0117",1,"ACTIVE",0,1,5,1,15:30:30
258857,1,235,0,51,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:31:00
258857,1,236,0,367,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:31:30
258857,1,237,0,311,0,"9.55",605,894,352,1,"ACTIVE",0,1,5,1,15:32:00
258857,1,238,0,367,0,"44.8","2.94","4.16","1.71",1,"ACTIVE",0,1,5,1,15:32:30
258857,1,239,0,322,0,"115.16","5.63",11,"5.63",1,"ACTIVE",0,1,5,1,15:33:00
258857,1,240,0,301,0,"135.6","6.56","13.1","5.76",1,"ACTIVE",0,1,5,1,15:33:30
258857,1,241,0,292,0,"161.42","7.8","15.6",7,1,"ACTIVE",0,1,5,1,15:34:00
258857,1,242,0,355,0,"185.08","9.27","17.8","8.32",1,"ACTIVE",0,1,5,1,15:34:30
258857,1,243,0,332,0,"171.35","9.47","16.3","7.15",1,"ACTIVE",0,1,5,1,15:35:00
258857,1,244,0,355,0,"179.29","9.89",17,"7.8",1,"ACTIVE",0,1,5,1,15:35:30
258857,1,245,0,355,0,"185.89","9.89","17.8","7.8",1,"ACTIVE",0,1,5,1,15:36:00
258857,1,246,0,332,0,"177.66","9.47",17,"7.15",1,"ACTIVE",0,1,5,1,15:36:30
258857,1,247,0,332,0,"189.11","11.5","17.8","7.47",1,"ACTIVE",0,1,5,1,15:37:00
258857,1,248,0,378,0,"412.66","33.3","37.1","13.1",1,"ACTIVE",0,1,5,1,15:37:30
